case_name,office,aircon,ventilation,exhaust,n_from2sec,n_from2sec/S,countTimeMean_sit,countTimeMean_sit2stand,countTimeMean_exceptDesk
office8_960_246_aout,office8,960.0,246.0,a,6932.2,192.5611111111111,426.04891846921794,2423.340765391016,1154.5956666666666
office8_960_246_bout,office8,960.0,246.0,b,6616.4,183.7888888888889,476.7321131447587,2758.7054908485857,1584.464
office8_960_82_aout,office8,960.0,82.0,a,6397.0,177.69444444444443,476.3011647254576,2359.4133111480864,1221.6623333333332
office8_960_82_bout,office8,960.0,82.0,b,6066.8,168.5222222222222,450.60399334442593,2065.242262895175,934.8133333333334
office9_0_0,office9,0.0,0.0,off,5742.8,159.5222222222222,236.56905158069884,1641.5876871880198,1207.4346666666665
office9_0_164_aout,office9,0.0,164.0,a,5450.8,151.4111111111111,473.0602329450915,2110.080865224626,1573.0710000000001
office9_0_164_bout,office9,0.0,164.0,b,6373.8,177.05,555.7364392678868,2713.1244592346093,1922.4616666666666
office9_0_246_aout,office9,0.0,246.0,a,6838.4,189.9555555555556,378.7777038269551,2304.1357737104827,1884.2133333333334
office9_0_246_bout,office9,0.0,246.0,b,6342.4,176.17777777777778,430.5327787021631,2095.582362728785,1447.5153333333333
office9_0_82_aout,office9,0.0,82.0,a,5417.0,150.47222222222223,376.0895174708818,1850.6302828618968,1475.1866666666667
office9_0_82_bout,office9,0.0,82.0,b,6309.2,175.25555555555556,411.2269550748752,2282.971381031614,1736.043333333333
office9_360_0,office9,360.0,0.0,off,6041.8,167.82777777777778,251.98602329450915,1631.0542429284526,1236.916
office9_360_164_aout,office9,360.0,164.0,a,5999.8,166.6611111111111,336.61131447587354,1841.452911813644,1497.287
office9_360_164_bout,office9,360.0,164.0,b,6307.4,175.20555555555555,360.2119800332779,1992.19234608985,1367.5773333333334
office9_360_246_aout,office9,360.0,246.0,a,6642.4,184.51111111111112,289.55174708818635,1638.6988352745427,1129.1863333333333
office9_360_246_bout,office9,360.0,246.0,b,6613.8,183.71666666666667,278.0435940099834,1792.6818635607322,1297.8576666666668
office9_360_82_aout,office9,360.0,82.0,a,5970.0,165.83333333333331,329.785690515807,1816.6845257903487,1386.9466666666667
office9_360_82_bout,office9,360.0,82.0,b,6451.2,179.2,346.0861896838602,2117.232945091514,1641.817
office9_660_0,office9,660.0,0.0,off,6702.6,186.1833333333333,305.61297836938434,1739.122462562396,1257.428
office9_660_164_aout,office9,660.0,164.0,a,6826.4,189.62222222222223,308.04625623960067,1753.7660565723793,1135.878
office9_660_164_bout,office9,660.0,164.0,b,7095.0,197.0833333333333,410.6988352745424,2156.0762063227958,1413.5736666666667
office9_660_246_aout,office9,660.0,246.0,a,6914.4,192.06666666666663,283.36372712146425,1658.901830282862,1152.8843333333334
office9_660_246_bout,office9,660.0,246.0,b,6548.0,181.88888888888889,435.1091514143095,2094.3743760399334,1458.1006666666665
office9_660_82_aout,office9,660.0,82.0,a,7129.8,198.05,283.7663893510816,1930.3843594009984,1267.4089999999999
office9_660_82_bout,office9,660.0,82.0,b,6571.0,182.52777777777777,469.7371048252912,1878.675207986689,1227.17
office9_960_0,office9,960.0,0.0,off,7293.2,202.5888888888889,435.0758735440932,2075.2745424292843,1407.5696666666668
office9_960_164_aout,office9,960.0,164.0,a,7445.8,206.82777777777773,368.9171381031614,1837.443594009984,1219.8393333333336
office9_960_164_bout,office9,960.0,164.0,b,6890.6,191.4055555555556,417.7886855241264,1781.6745424292849,1237.9143333333334
office9_960_246_aout,office9,960.0,246.0,a,7191.4,199.76111111111112,513.763394342762,2118.157737104825,1572.841
office9_960_246_bout,office9,960.0,246.0,b,7783.6,216.2111111111112,475.75274542429287,2195.0306156405986,1397.3583333333331
office9_960_82_aout,office9,960.0,82.0,a,7607.8,211.32777777777773,401.2772046589018,2004.255241264559,1294.3923333333335
office9_960_82_bout,office9,960.0,82.0,b,7461.4,207.26111111111112,522.8009983361065,2123.4495840266227,1453.8186666666668
office10_0_0,office10,0.0,0.0,off,7905.8,188.2333333333333,265.96938435940103,2252.7031613976706,1597.8046666666667
office10_0_164_aout,office10,0.0,164.0,a,6860.4,163.34285714285716,606.379700499168,2926.2785357737102,2251.4579999999996
office10_0_164_bout,office10,0.0,164.0,b,5782.2,137.67142857142858,525.8702163061564,2282.463560732113,1495.05
office10_0_246_aout,office10,0.0,246.0,a,7970.6,189.7761904761905,442.13011647254575,2833.5397670549087,2079.937
office10_0_246_bout,office10,0.0,246.0,b,5929.6,141.1809523809524,588.4046589018303,3197.7444259567387,2344.236333333333
office10_0_82_aout,office10,0.0,82.0,a,6047.4,143.9857142857143,404.7843594009983,2727.697504159734,2032.9180000000001
office10_0_82_bout,office10,0.0,82.0,b,7705.8,183.47142857142856,177.4099833610649,2225.801996672213,1837.0189999999998
office10_360_0,office10,360.0,0.0,off,6352.6,151.25238095238095,154.44658901830283,1428.3910149750416,1177.5166666666667
office10_360_164_aout,office10,360.0,164.0,a,4649.6,110.70476190476192,127.63094841930116,1288.199667221298,942.0580000000001
office10_360_164_bout,office10,360.0,164.0,b,4105.4,97.74761904761904,141.43527454242928,1373.6202995008318,1006.8196666666668
office10_360_246_aout,office10,360.0,246.0,a,5821.0,138.5952380952381,147.40332778702162,1384.3613976705492,989.9970000000001
office10_360_246_bout,office10,360.0,246.0,b,6783.8,161.51904761904763,269.43860232945093,1737.4662229617304,1383.8266666666666
office10_360_82_aout,office10,360.0,82.0,a,4175.6,99.41904761904762,133.11946755407655,1038.8592346089852,743.0996666666667
office10_360_82_bout,office10,360.0,82.0,b,4431.6,105.5142857142857,102.66988352745425,948.838602329451,714.3633333333333
office10_660_0,office10,660.0,0.0,off,2644.4,62.96190476190476,82.1567387687188,536.5178036605657,342.5746666666667
office10_660_164_aout,office10,660.0,164.0,a,3576.8,85.16190476190476,146.09317803660565,868.5191347753744,574.3296666666668
office10_660_164_bout,office10,660.0,164.0,b,3551.6,84.56190476190476,93.44925124792012,663.5001663893511,445.381
office10_660_246_aout,office10,660.0,246.0,a,5216.6,124.20476190476192,213.19800332778703,1213.42462562396,896.0503333333332
office10_660_246_bout,office10,660.0,246.0,b,3658.6,87.10952380952382,99.85257903494175,747.8785357737105,497.9943333333333
office10_660_82_aout,office10,660.0,82.0,a,4946.6,117.77619047619048,97.78868552412644,907.624292845258,646.976
office10_660_82_bout,office10,660.0,82.0,b,4695.0,111.78571428571428,82.61297836938436,797.3806988352745,465.91333333333336
office10_960_0,office10,960.0,0.0,off,5400.8,128.59047619047618,187.74975041597335,1269.914143094842,931.525
office10_960_164_aout,office10,960.0,164.0,a,5933.4,141.27142857142854,204.6692179700499,1068.4292845257903,812.5486666666666
office10_960_164_bout,office10,960.0,164.0,b,5190.2,123.57619047619048,147.75307820299503,1065.4286189683862,809.4636666666668
office10_960_246_aout,office10,960.0,246.0,a,5893.8,140.32857142857142,231.73311148086523,1290.8109816971714,956.4773333333334
office10_960_246_bout,office10,960.0,246.0,b,6109.4,145.46190476190478,239.54742096505825,1237.5028286189684,815.9580000000001
office10_960_82_aout,office10,960.0,82.0,a,5774.2,137.48095238095237,238.7650582362729,1202.3404326123127,787.0416666666666
office10_960_82_bout,office10,960.0,82.0,b,5413.8,128.9,272.46189683860234,1353.460898502496,993.3296666666668
office14_0_0,office14,0.0,0.0,off,5952.8,141.73333333333332,439.1630615640599,2248.1114808652246,1653.3826666666666
office14_0_164_aout,office14,0.0,164.0,a,6164.8,146.7809523809524,502.0675540765391,2443.4502495840266,1923.9523333333336
office14_0_164_bout,office14,0.0,164.0,b,5711.8,135.9952380952381,422.6652246256239,2241.102163061564,1726.3283333333334
office14_0_246_aout,office14,0.0,246.0,a,5319.6,126.65714285714284,564.9014975041597,2141.105823627288,1267.2086666666667
office14_0_246_bout,office14,0.0,246.0,b,6165.2,146.7904761904762,881.4562396006655,3150.5111480865226,2195.0486666666666
office14_0_82_aout,office14,0.0,82.0,a,6314.4,150.34285714285716,417.60665557404326,2599.485856905158,2009.6566666666668
office14_0_82_bout,office14,0.0,82.0,b,6915.0,164.64285714285717,539.3570715474209,3010.500831946756,2378.582
office14_360_0,office14,360.0,0.0,off,6720.4,160.0095238095238,317.6642262895175,1650.6615640599002,1182.9956666666667
office14_360_164_aout,office14,360.0,164.0,a,6704.0,159.61904761904762,245.49184692179705,1976.440599001664,1182.0166666666667
office14_360_164_bout,office14,360.0,164.0,b,5027.8,119.7095238095238,423.2728785357737,1588.0316139767056,1091.4276666666665
office14_360_246_aout,office14,360.0,246.0,a,6186.6,147.3,207.52379367720465,1678.2113144758737,1350.9293333333333
office14_360_246_bout,office14,360.0,246.0,b,6709.8,159.75714285714284,448.9787021630616,1901.60465890183,1478.5383333333334
office14_360_82_aout,office14,360.0,82.0,a,6240.0,148.57142857142858,259.04792013311146,1921.2249584026624,1509.2323333333336
office14_360_82_bout,office14,360.0,82.0,b,6246.2,148.7190476190476,458.500166389351,1989.8885191347756,1495.7116666666666
office14_660_0,office14,660.0,0.0,off,6421.0,152.88095238095238,218.02828618968385,1540.7620632279534,1086.5230000000001
office14_660_164_aout,office14,660.0,164.0,a,5891.8,140.2809523809524,189.0579034941764,1197.8422628951746,811.8356666666667
office14_660_164_bout,office14,660.0,164.0,b,5812.2,138.3857142857143,216.7900166389351,1376.541098169717,1019.6006666666667
office14_660_246_aout,office14,660.0,246.0,a,5547.8,132.09047619047618,401.15806988352745,1642.3544093178036,1053.3360000000002
office14_660_246_bout,office14,660.0,246.0,b,6053.6,144.13333333333333,209.07088186356077,1256.142762063228,901.1686666666666
office14_660_82_aout,office14,660.0,82.0,a,6080.4,144.77142857142854,221.54742096505825,1413.702163061564,1101.5543333333333
office14_660_82_bout,office14,660.0,82.0,b,5466.8,130.16190476190476,235.7896838602329,1322.889517470882,775.1586666666666
office14_960_0,office14,960.0,0.0,off,6456.6,153.72857142857143,291.0096505823627,1540.4455906821963,1158.7436666666665
office14_960_164_aout,office14,960.0,164.0,a,5238.0,124.71428571428572,189.57603993344424,1106.865890183028,593.0203333333333
office14_960_164_bout,office14,960.0,164.0,b,5670.8,135.01904761904763,224.28552412645595,1213.1151414309486,841.2066666666667
office14_960_246_aout,office14,960.0,246.0,a,6409.4,152.6047619047619,317.7956738768719,1642.5434276206322,1014.3233333333334
office14_960_246_bout,office14,960.0,246.0,b,6471.8,154.09047619047618,254.0382695507488,1384.6638935108151,967.59
office14_960_82_aout,office14,960.0,82.0,a,5118.4,121.86666666666667,136.04392678868552,1137.3048252911813,686.8036666666667
office14_960_82_bout,office14,960.0,82.0,b,6645.2,158.2190476190476,257.5457570715474,1550.551081530782,1032.1656666666668
office15_0_0,office15,0.0,0.0,off,5379.2,128.07619047619045,542.9148086522463,2409.8439267886856,1450.3826666666669
office15_0_164_aout,office15,0.0,164.0,a,6066.0,144.42857142857142,629.8955074875208,3432.8602329450914,2180.6756666666665
office15_0_164_bout,office15,0.0,164.0,b,6267.2,149.2190476190476,515.7946755407653,2767.993344425957,2307.6206666666667
office15_0_246_aout,office15,0.0,246.0,a,7157.6,170.4190476190476,770.1487520798669,4041.674209650583,2348.205
office15_0_246_bout,office15,0.0,246.0,b,5739.2,136.64761904761903,508.5464226289518,2562.125457570716,1827.4853333333338
office15_0_82_aout,office15,0.0,82.0,a,6140.6,146.20476190476194,581.6066555740432,2836.613976705491,1969.775
office15_0_82_bout,office15,0.0,82.0,b,5641.2,134.31428571428577,390.3168053244592,2222.316139767055,1569.1976666666667
office15_360_0,office15,360.0,0.0,off,5276.8,125.63809523809525,380.1440931780366,1861.0306156405989,979.7310000000001
office15_360_164_aout,office15,360.0,164.0,a,6031.4,143.60476190476192,223.11580698835277,1644.6179700499167,1179.1690000000003
office15_360_164_bout,office15,360.0,164.0,b,5009.2,119.26666666666664,414.30915141430944,1893.1990016638936,1471.0840000000003
office15_360_246_aout,office15,360.0,246.0,a,6041.8,143.85238095238094,474.5723793677205,2136.144425956739,1768.0403333333336
office15_360_246_bout,office15,360.0,246.0,b,5426.2,129.1952380952381,461.2169717138104,1910.5331114808653,1304.2283333333332
office15_360_82_aout,office15,360.0,82.0,a,6442.2,153.38571428571427,99.69617304492512,1324.9540765391016,818.6063333333333
office15_360_82_bout,office15,360.0,82.0,b,5216.0,124.1904761904762,212.2392678868553,1561.1663893510815,1076.519
office15_660_0,office15,660.0,0.0,off,6233.6,148.4190476190476,306.3134775374376,1761.8006655574045,1215.9246666666668
office15_660_164_aout,office15,660.0,164.0,a,6647.6,158.27619047619046,384.0206322795341,1874.799667221298,1319.7193333333335
office15_660_164_bout,office15,660.0,164.0,b,5726.2,136.33809523809526,377.33244592346085,1768.818635607321,1304.7423333333331
office15_660_246_aout,office15,660.0,246.0,a,6464.0,153.90476190476193,223.66089850249583,1568.7677204658903,1060.224
office15_660_246_bout,office15,660.0,246.0,b,6285.6,149.65714285714284,442.6971713810317,1594.5307820299502,1092.2563333333335
office15_660_82_aout,office15,660.0,82.0,a,6169.4,146.8904761904762,416.8455906821964,1912.8991680532445,1300.304
office15_660_82_bout,office15,660.0,82.0,b,6186.2,147.2904761904762,322.091846921797,1764.165058236273,1068.5546666666667
office15_960_0,office15,960.0,0.0,off,6298.4,149.96190476190478,305.9291181364393,1423.4732113144755,1020.4876666666668
office15_960_164_aout,office15,960.0,164.0,a,6450.0,153.57142857142858,326.62795341098166,1488.8705490848586,1129.3726666666669
office15_960_164_bout,office15,960.0,164.0,b,6516.0,155.14285714285717,333.9004991680533,1524.1943427620631,1061.4736666666665
office15_960_246_aout,office15,960.0,246.0,a,7014.6,167.0142857142857,396.3594009983361,1535.002662229617,1157.6346666666668
office15_960_246_bout,office15,960.0,246.0,b,6415.0,152.73809523809524,302.9440931780366,1522.1038269550752,1064.171
office15_960_82_aout,office15,960.0,82.0,a,6197.8,147.56666666666666,304.598003327787,1378.3341098169717,875.1926666666668
office15_960_82_bout,office15,960.0,82.0,b,6542.8,155.7809523809524,291.60299500831945,1473.7504159733778,1041.9676666666667
office16_0_0,office16,0.0,0.0,off,6618.6,147.07999999999998,386.9863560732113,2682.699168053245,1869.2763333333335
office16_0_164_aout,office16,0.0,164.0,a,6215.8,138.1288888888889,605.3580698835275,2471.596339434276,1919.8903333333337
office16_0_164_bout,office16,0.0,164.0,b,6829.4,151.76444444444445,517.7470881863561,2555.2129783693845,1780.6480000000001
office16_0_246_aout,office16,0.0,246.0,a,7159.4,159.0977777777778,464.2096505823627,2548.9104825291183,1985.215
office16_0_246_bout,office16,0.0,246.0,b,7044.4,156.54222222222222,644.8442595673878,2862.514143094842,2101.9386666666664
office16_0_82_aout,office16,0.0,82.0,a,6623.2,147.1822222222222,469.3347753743761,2463.1191347753747,1710.6693333333333
office16_0_82_bout,office16,0.0,82.0,b,7687.6,170.83555555555557,388.4728785357737,2595.7693843594006,1716.5030000000002
office16_360_0,office16,360.0,0.0,off,5478.8,121.75111111111111,80.26056572379368,1035.5623960066555,675.973
office16_360_164_aout,office16,360.0,164.0,a,6297.8,139.95111111111112,282.83760399334443,1537.965723793677,1159.3606666666667
office16_360_164_bout,office16,360.0,164.0,b,5883.0,130.73333333333332,224.10615640599,1613.9783693843594,1317.606
office16_360_246_aout,office16,360.0,246.0,a,6318.4,140.4088888888889,323.230615640599,1418.1361064891848,962.7343333333334
office16_360_246_bout,office16,360.0,246.0,b,5766.8,128.1511111111111,185.0116472545757,1569.5643926788684,1226.0583333333334
office16_360_82_aout,office16,360.0,82.0,a,6072.0,134.93333333333334,266.60432612312815,1710.4419301164726,1239.1789999999999
office16_360_82_bout,office16,360.0,82.0,b,5949.4,132.2088888888889,297.2559068219634,1697.9767054908486,1100.9769999999999
office16_660_0,office16,660.0,0.0,off,6726.2,149.47111111111113,198.08019966722128,1547.951414309484,1094.4483333333333
office16_660_164_aout,office16,660.0,164.0,a,6155.6,136.7911111111111,255.2482529118137,1548.745091514143,1078.0653333333335
office16_660_164_bout,office16,660.0,164.0,b,5921.6,131.5911111111111,193.9128119800333,1376.8995008319466,944.8756666666667
office16_660_246_aout,office16,660.0,246.0,a,6435.4,143.0088888888889,380.4905158069884,1614.883527454243,1089.176
office16_660_246_bout,office16,660.0,246.0,b,6581.6,146.2577777777778,193.46722129783691,1579.650915141431,1137.8903333333333
office16_660_82_aout,office16,660.0,82.0,a,5952.6,132.28,163.31281198003327,1258.1577371048254,931.859
office16_660_82_bout,office16,660.0,82.0,b,5965.6,132.5688888888889,327.6925124792013,1686.5331114808655,1263.4766666666667
office16_960_0,office16,960.0,0.0,off,6834.8,151.88444444444443,309.7354409317804,1640.0868552412644,1286.9153333333334
office16_960_164_aout,office16,960.0,164.0,a,6338.2,140.8488888888889,277.37637271214646,1474.751081530782,1064.4116666666666
office16_960_164_bout,office16,960.0,164.0,b,6748.4,149.96444444444444,403.72412645590686,1772.7966722129784,1141.3233333333333
office16_960_246_aout,office16,960.0,246.0,a,7471.8,166.04,343.9440931780366,1640.6908485856904,1201.8863333333334
office16_960_246_bout,office16,960.0,246.0,b,6989.8,155.32888888888888,348.71314475873544,1618.6662229617305,1143.7953333333335
office16_960_82_aout,office16,960.0,82.0,a,7347.4,163.27555555555557,252.8465890183028,1661.2009983361063,1187.69
office16_960_82_bout,office16,960.0,82.0,b,6878.0,152.84444444444443,288.29517470881865,1372.345091514143,950.9083333333333
office22_0_0,office22,0.0,0.0,off,5649.6,102.25520361990952,434.5281198003328,2172.4249584026625,1780.2786666666666
office22_0_164_aout,office22,0.0,164.0,a,5749.0,104.05429864253392,378.5011647254576,2272.757404326123,1840.9923333333331
office22_0_164_bout,office22,0.0,164.0,b,7098.2,128.47420814479636,223.36672212978368,2502.114475873544,2146.1566666666668
office22_0_246_aout,office22,0.0,246.0,a,6008.4,108.74932126696834,314.8562396006656,2215.250582362729,1716.5643333333333
office22_0_246_bout,office22,0.0,246.0,b,7049.4,127.59095022624432,583.697836938436,3030.25690515807,2276.9629999999997
office22_0_82_aout,office22,0.0,82.0,a,6758.8,122.33122171945702,463.1920133111481,2793.002329450916,2108.0606666666663
office22_0_82_bout,office22,0.0,82.0,b,5580.0,100.99547511312215,725.6782029950083,2970.195008319468,2373.6369999999997
office22_360_0,office22,360.0,0.0,off,3773.6,68.30045248868778,77.50415973377704,759.9727121464226,498.0176666666666
office22_360_164_aout,office22,360.0,164.0,a,4423.0,80.05429864253394,145.4083194675541,1135.1730449251247,685.7726666666666
office22_360_164_bout,office22,360.0,164.0,b,5629.6,101.89321266968324,160.322462562396,1381.747088186356,882.0716666666667
office22_360_246_aout,office22,360.0,246.0,a,4535.2,82.08506787330317,208.3444259567388,1238.967387687188,919.381
office22_360_246_bout,office22,360.0,246.0,b,4805.8,86.98280542986427,155.3820299500832,1221.4455906821963,901.4460000000001
office22_360_82_aout,office22,360.0,82.0,a,5305.8,96.03257918552036,154.3134775374376,1246.0915141430949,837.4456666666667
office22_360_82_bout,office22,360.0,82.0,b,3637.4,65.83529411764707,91.72811980033278,745.5517470881863,429.21200000000005
office22_660_0,office22,660.0,0.0,off,4423.6,80.06515837104072,85.83028286189683,848.9361064891848,498.28533333333337
office22_660_164_aout,office22,660.0,164.0,a,4410.8,79.83348416289593,186.3098169717138,1077.5893510815306,762.0490000000001
office22_660_164_bout,office22,660.0,164.0,b,5014.6,90.76199095022623,172.02895174708817,1341.792013311148,892.3856666666667
office22_660_246_aout,office22,660.0,246.0,a,5321.0,96.3076923076923,148.736772046589,1108.4495840266222,785.7113333333334
office22_660_246_bout,office22,660.0,246.0,b,5211.4,94.3239819004525,176.04692179700498,1235.5011647254578,819.8349999999999
office22_660_82_aout,office22,660.0,82.0,a,3848.2,69.65067873303167,114.36206322795344,836.4642262895175,489.5336666666667
office22_660_82_bout,office22,660.0,82.0,b,4394.8,79.54389140271493,166.1567387687188,1163.4173044925126,843.6093333333333
office22_960_0,office22,960.0,0.0,off,5356.8,96.9556561085973,129.14409317803663,909.6622296173044,618.6916666666667
office22_960_164_aout,office22,960.0,164.0,a,5586.8,101.11855203619908,148.1577371048253,972.9128119800332,646.029
office22_960_164_bout,office22,960.0,164.0,b,5526.0,100.01809954751133,166.29584026622297,1024.250915141431,683.8973333333332
office22_960_246_aout,office22,960.0,246.0,a,5320.0,96.289592760181,156.4079866888519,1060.986023294509,729.0843333333333
office22_960_246_bout,office22,960.0,246.0,b,6165.8,111.59819004524886,238.38635607321132,1385.0352745424293,1039.3193333333336
office22_960_82_aout,office22,960.0,82.0,a,4618.0,83.58371040723983,125.84758735440931,833.9381031613977,543.8746666666666
office22_960_82_bout,office22,960.0,82.0,b,5734.6,103.79366515837106,164.1953410981697,985.5740432612312,636.8673333333334
office28_0_0,office28,0.0,0.0,off,6658.0,116.80701754385966,577.0123128119801,2648.038935108153,1618.438
office28_0_164_aout,office28,0.0,164.0,a,6235.0,109.3859649122807,572.965391014975,2665.7311148086524,1568.7296666666666
office28_0_164_bout,office28,0.0,164.0,b,6625.8,116.2421052631579,597.2153078202996,2768.3640599001665,1694.38
office28_0_246_aout,office28,0.0,246.0,a,6131.6,107.5719298245614,607.7414309484193,2747.285856905158,1626.0413333333333
office28_0_246_bout,office28,0.0,246.0,b,6602.4,115.8315789473684,769.1896838602329,2859.22462562396,1665.4923333333334
office28_0_82_aout,office28,0.0,82.0,a,6098.8,106.99649122807018,481.9044925124792,2203.3950083194677,1478.6443333333334
office28_0_82_bout,office28,0.0,82.0,b,6367.0,111.7017543859649,570.8126455906822,2658.172046589018,1617.511
office28_360_0,office28,360.0,0.0,off,6887.4,120.83157894736844,274.1217970049917,1714.057237936772,1100.475
office28_360_164_aout,office28,360.0,164.0,a,6641.4,116.5157894736842,245.83294509151412,1740.228618968386,1160.3146666666667
office28_360_164_bout,office28,360.0,164.0,b,7867.0,138.0175438596491,330.25524126455906,2352.260898502496,1605.6319999999998
office28_360_246_aout,office28,360.0,246.0,a,6583.6,115.50175438596492,245.7044925124792,1829.922462562396,1240.991
office28_360_246_bout,office28,360.0,246.0,b,6615.2,116.0561403508772,265.9337770382696,1836.925124792013,1276.0373333333332
office28_360_82_aout,office28,360.0,82.0,a,6646.6,116.60701754385966,286.93843594009985,1773.1903494176372,1238.6280000000002
office28_360_82_bout,office28,360.0,82.0,b,7471.4,131.07719298245613,338.3613976705491,2193.7154742096504,1240.7236666666665
office28_660_0,office28,660.0,0.0,off,6100.6,107.0280701754386,166.25790349417636,1349.3560732113144,927.6986666666666
office28_660_164_aout,office28,660.0,164.0,a,6489.6,113.85263157894738,318.8116472545757,1843.9234608985023,1354.133
office28_660_164_bout,office28,660.0,164.0,b,7515.2,131.8456140350877,375.9321131447588,1976.648585690516,1534.6586666666667
office28_660_246_aout,office28,660.0,246.0,a,7169.0,125.7719298245614,293.00931780366057,2132.132445923461,1625.4213333333332
office28_660_246_bout,office28,660.0,246.0,b,7165.0,125.7017543859649,516.4379367720466,2488.142429284526,1772.7216666666666
office28_660_82_aout,office28,660.0,82.0,a,7256.4,127.30526315789471,247.2818635607321,1824.6958402662228,1387.115
office28_660_82_bout,office28,660.0,82.0,b,6674.0,117.08771929824562,381.10049916805326,2316.909151414309,1730.7256666666667
office28_960_0,office28,960.0,0.0,off,7012.8,123.03157894736844,282.4575707154742,1644.9334442595673,1221.2930000000001
office28_960_164_aout,office28,960.0,164.0,a,6937.4,121.70877192982456,257.3524126455907,1745.4339434276208,1217.0196666666668
office28_960_164_bout,office28,960.0,164.0,b,6914.2,121.30175438596493,381.5454242928452,1707.855241264559,1240.251
office28_960_246_aout,office28,960.0,246.0,a,6621.2,116.16140350877193,150.16638935108153,1221.390016638935,783.1023333333334
office28_960_246_bout,office28,960.0,246.0,b,8008.6,140.50175438596494,306.1846921797005,1870.0948419301164,1241.7056666666667
office28_960_82_aout,office28,960.0,82.0,a,6985.2,122.54736842105262,260.73943427620634,1614.279866888519,1111.2156666666667
office28_960_82_bout,office28,960.0,82.0,b,7501.8,131.61052631578946,419.43294509151417,1995.1613976705487,1496.5163333333335
